,query_idx,query_original,fused_ranking
111,668819,what helps with chigger bites,"{'5021023': 13.675893195781562, '5021020': 12.624060623946427, '5021019': 7.092139741640597, '3665327': 4.852936725025806, '5021024': 4.53560278214203, '4026383': 1.244498630996235, '4950840': 1.0597163015740647, '4026382': 0.9513017614571949, '5177382': 0.8644217877369138, '4026380': 0.8585084105804008, '4950842': 0.848108566263829, '4950835': 0.7923596169867433, '2545915': 0.785696208445109, '786641': 0.7705282052015122, '4394703': 0.7656069111371785, '4026381': 0.680747658660755, '3494288': 0.6310722432140469, '2545918': 0.552483617453277, '2545912': 0.3066536035130414, '786638': 0.27494212181046535, '786640': 0.26998607278600517, '4394699': 0.2531936022869861, '3494285': 0.2517301567637935, '4026379': 0.24978600154080474, '2545917': 0.2368137822987159, '4950836': 0.11289952953354848, '4394704': 0.03987747316021567, '4950838': 0.01297069772128332, '146598': 0.011335876244567411, '722035': 0.0038450293487744813, '2019368': 0.00039553588840087156, '786633': 0.0, '3494287': 0.0, '722033': 0.0}"
112,879488,what movies did meryl streep play in,"{'5055636': 15.863997205659414, '5055628': 14.398179468591012, '5055630': 11.184587819132153, '5055631': 8.43235526775253, '5055633': 7.930400016299323, '3132751': 4.30699436576405, '6610805': 2.914390411401183, '3132750': 2.68134325762073, '3132756': 2.4855342821989463, '6610802': 2.408746350341696, '796290': 2.2528844697575847, '961074': 1.8190272138933925, '6610796': 1.6564263560171812, '796288': 1.4676929214213934, '6610800': 1.413110521401101, '6610801': 1.3164245864039752, '796282': 1.3151906170579346, '3132749': 1.2833708100187262, '4703543': 0.8452523330720464, '6503193': 0.5075069663765379, '3132747': 0.5053563338690853, '3163390': 0.3004518617292682, '796284': 0.27720055576600977, '3008361': 0.20977606948129937, '2710848': 0.2080819007497201, '5277728': 0.16941505049417432, '1301088': 0.08484554329285364, '428244': 0.062288672537624594, '428249': 0.0581451188959104, '406461': 0.047790443522000195, '6800102': 0.034588311486029075, '2629972': 0.023005514308598256, '4690510': 0.019206755282090867, '6503191': 0.018537807755990933, '16521': 0.0161952020103711, '5383216': 0.01460865779318884, '3163396': 0.004310156065668547, '6503189': 0.0039145635876193475, '4690514': 0.0020661471948189847, '4562792': 0.0, '172362': 0.0, '4703547': 0.0}"
113,898112,what state marijuana legal,"{'1143226': 730.9214437408345, '102386': 579.8790426539846, '5151304': 546.6500047682358, '2636400': 286.8198699934969, '1037776': 222.21487498711917, '6779132': 0.5534921409344623, '1853584': 0.3306273947313665, '1853577': 0.20648545175314145, '1853578': 0.18533183911181905, '6610802': 0.15270601979466922, '6610800': 0.1268456954438174, '406461': 0.10901864228377517, '2173888': 0.09710160603462631, '3163397': 0.05885650720897179, '3008364': 0.05008016804006199, '7945684': 0.042574325437538724, '2892101': 0.04253270210693708, '2629976': 0.03604336685432375, '2892105': 0.029309041371921286, '406466': 0.01378846552951973, '6610796': 0.012863808509886268, '2629972': 0.005896524680858698, '5383218': 0.004519077723647653, '4703541': 0.002374446697394272, '7945683': 0.0022874850965630186, '4562797': 0.001456032967253242, '5264165': 0.0011219303338754361, '7945681': 0.0, '2173893': 0.0, '266746': 0.0, '903205': 0.0, '1880121': 0.0}"
114,197687,gums bleed causes,"{'3093874': 4.876846863074792, '3093879': 4.0, '5177380': 3.7446044690662497, '3093878': 2.66045264166216, '3093877': 2.589660577327966, '3093882': 2.210780135094586, '238030': 1.7201887789492862, '238027': 1.6201369359233593, '238024': 1.4642971916042438, '5177386': 1.4567361836315653, '1517075': 1.1755250191438327, '1517071': 1.0112411127001337, '5177381': 1.0, '245532': 0.9269407643589234, '5643906': 0.9098136701303305, '1517077': 0.8512170073442358, '238023': 0.7729099643580705, '1517074': 0.7252355274770148, '1517073': 0.44089354535995606, '238025': 0.3862321999450094, '5643903': 0.2808057047773158, '1522203': 0.15277715396948974, '4181978': 0.008805053731472527}"
115,598542,what color of a flower means,"{'5357682': 100.77120358270001, '5357680': 83.91748503158503, '5357679': 81.57663209400873, '5357681': 80.85775773314128, '5357684': 80.2846540709352, '4716749': 12.778485307330008, '4716745': 8.25519384335425, '3917812': 7.497722169071336, '3316291': 7.159134622789769, '2629981': 6.046586404049731, '4716744': 5.997634235830891, '2629974': 5.121862259288516, '4716747': 4.675021269719082, '3316290': 4.057584010287593, '4434766': 4.03250237557579, '3316293': 3.464153829618817, '4716748': 2.9007859826622058, '2706980': 2.2035083701091143, '6036172': 1.9921733367939891, '3917816': 1.7452779319358, '6036173': 1.26400220731657, '4434769': 1.177230407664031, '6036177': 1.1750892035951495, '2629972': 0.8685578060671156, '1260538': 0.7698352483385814, '3917811': 0.7685104375552343, '2629975': 0.7063635008471251, '2706974': 0.5791097410874314, '3316295': 0.5000573150439167, '2998251': 0.4597292765847882, '5135405': 0.3443217457449571, '2998248': 0.3416789969207911, '2250888': 0.2813335747882308, '2706978': 0.2813264702678053, '1879916': 0.22398333644166338, '4434770': 0.1565872093731488, '4613700': 0.14848903625049759, '4434768': 0.14572049631332015, '3917817': 0.08650506885988558, '6036174': 0.06634056273188382, '2180634': 0.05798666657677812, '4690514': 0.04774625107807867, '3917818': 0.043491162073347016, '4152761': 0.042588359755706615, '1679435': 0.0296015417992352, '2998244': 0.021209239244287463, '3316294': 0.006348794344402482, '193606': 0.005754620625712862, '2130525': 0.0047408409790182186, '4359719': 0.004618058749021141, '2706972': 0.0034807033149675056, '4026379': 0.0028746397879313244, '6855086': 0.002727910879684905, '2998247': 0.00031658520566504774, '4152762': 0.00027298014459205375, '317177': 0.0, '6046279': 0.0, '4811567': 0.0, '2119681': 0.0}"
116,96300,composers from baroque period,"{'5612807': 4.0, '5612804': 3.5737372824939166, '5612806': 3.3962989959187393, '5612800': 1.7945841444004644, '5612805': 0.5027249743613224, '6503185': 0.11041861534219805, '6503193': 0.05333991672882554, '739807': 0.03148301299503487, '6503186': 0.02341929321740515, '5383215': 0.018299704246968154, '2892104': 0.01574690513698692, '2892105': 0.015371668336439824, '5783171': 0.01254258160333159, '739806': 0.012403607964105268, '739811': 0.01085161630603002, '496888': 0.010448904583369877, '5783175': 0.0100740431096257, '686275': 0.009604238800108241, '2892106': 0.009246341447443499, '496884': 0.00815485419675078, '5783177': 0.007289225984489117, '266747': 0.00525723857209297, '496883': 0.004483342535267377, '496889': 0.004307590807647534, '686269': 0.004146438861891852, '496887': 0.0007800540863392989, '2892099': 0.0007559988906101014, '3163389': 0.0002876869991112894, '4298027': 0.0}"
117,50044,benefit of green tea,"{'5675558': 55.76205640285837, '5675564': 49.74325705764533, '5675561': 43.60538629247644, '5675562': 43.46157597294592, '5675560': 32.1022984585442, '1679430': 2.5807580154662446, '3494287': 2.378626854565073, '3427791': 1.2769697252664645, '875172': 0.976610649042192, '1386350': 0.9693669810910919, '4117267': 0.7130079313486525, '3494288': 0.6640515939456118, '1128856': 0.6235411773133901, '5831025': 0.6078257090391606, '416665': 0.44095949102407883, '1128850': 0.42058825008572054, '1128851': 0.3843898324559868, '3467970': 0.3821144317924269, '3427796': 0.37715547567682894, '416656': 0.3058905193250839, '5712806': 0.2520968929741458, '1128849': 0.25132247970347193, '1771385': 0.23518473729198486, '5831026': 0.22060070211236169, '4613700': 0.14164830747020968, '4434769': 0.1294949930542399, '416659': 0.12802178543316867, '5831021': 0.1128747510776236, '1260538': 0.11044471716749009, '416657': 0.1031318086546649, '2545915': 0.09573601319384764, '3427793': 0.0756920252457815, '1679433': 0.07498926525344182, '416664': 0.07457436447633067, '4394704': 0.06788149933051749, '3427797': 0.06553030961599565, '5831027': 0.06364442227093628, '3427798': 0.05884848531009832, '2706978': 0.04761576401450412, '6099131': 0.03916863240498021, '2706972': 0.038742394808687464, '5831020': 0.03844847092895362, '3467973': 0.030935699398010125, '6099129': 0.023835478447106255, '1128852': 0.022359782397748246, '3467969': 0.015894176642577685, '4026383': 0.014902184336475272, '1565869': 0.013348266208676237, '2545916': 0.011585585538115617, '3494283': 0.00728497424804295, '3249182': 0.005845219687447927, '1031174': 0.002026915031164769, '5712812': 0.0010651856382134564, '1565868': 0.0005472258691191632, '6099130': 0.00028748150868228056, '1771383': 0.0}"
118,47866,awareness ribbons meanings and colors,"{'2119684': 998.7438963893609, '2119681': 913.3535489396747, '2126700': 912.0499289706252, '2126696': 838.2783631454166, '4359716': 830.2750287190341, '5691043': 817.2168335561735, '2119687': 705.8479648340316, '6855087': 109.47567717315768, '2130525': 105.03568433354116, '5135405': 85.99954292813767, '1879916': 83.52156377819769, '6855086': 34.328274559297874, '1008954': 18.949996740519865, '4811567': 10.372349970658943, '3316290': 10.057290609173268, '428244': 8.217085266187135, '4359719': 4.931295647477281, '1008960': 4.359297883986769, '428249': 4.014214597113948, '3316293': 3.88817690679359, '4811568': 3.061539415883444, '3316295': 2.4481671591841727, '3316291': 2.2193338480278078, '2096605': 1.7983014376310598, '3132751': 1.5706974352100957, '5357684': 1.2403503566513197, '2629976': 0.8731577315272608, '6779129': 0.7980024852000005, '2096601': 0.6842559720168974, '428246': 0.6438527391291166, '2096600': 0.6328418459637609, '5055630': 0.6241246678373971, '3132750': 0.5737046264923162, '2629975': 0.40780994358853884, '6779126': 0.22044948743666676, '5357680': 0.19968503146033142, '961074': 0.19157065549961175, '2096603': 0.13420738899794968, '6779130': 0.11803982085544702, '1517073': 0.10801386742835156, '8289813': 0.09885998590162454, '2153178': 0.07481638838378792, '6779132': 0.0581679822177598, '5055631': 0.05645196805133555, '1517074': 0.04143199917095425, '2153181': 0.030907729117035793, '6779124': 0.03036112788772715, '2629972': 0.026207133871391102, '1517077': 0.021536732365396348, '2629981': 0.020314963848002143, '1853578': 0.017515329210844626, '3132749': 0.017052542637532916, '2629974': 0.01584210467516522, '2153177': 0.014863374018511233, '3008366': 0.014194671688482336, '1282691': 0.012213916389013053, '172367': 0.00967340599734605, '1282689': 0.00925945852148562, '3316294': 0.00920340871863145, '3665327': 0.009082959086204424, '7945683': 0.008298223367471082, '4365155': 0.007341909124576236, '5357681': 0.00515892816484685, '5357679': 0.004673028659914462, '8289814': 0.004548579035069921, '251899': 0.0031561765530268957, '3132747': 0.002829768821759486, '2096604': 0.0027037315882532504, '5151304': 0.0019742818319360904, '1679431': 0.0014901454269863436, '5055633': 0.0011157420934975906, '4690511': 0.001000257534135366, '1880121': 0.0, '2998248': 0.0, '1517071': 0.0, '1260538': 0.0, '2153174': 0.0, '6800102': 0.0, '1282688': 0.0, '7945684': 0.0}"
119,85142,causes of   nausea other than pregnancy,"{'470228': 8.461209469890942, '5720189': 8.046846579684313, '5720192': 6.274385481639822, '3917762': 2.48202236157068, '5720191': 2.089146933129713, '5720196': 2.000221088103811, '251899': 1.3476060437083373, '5643905': 0.8574155593818471, '251893': 0.6869713429079319, '976905': 0.5993866190395218, '251897': 0.43679958634174704, '251892': 0.4249058831368087, '1198278': 0.39352991642595375, '1522203': 0.3277494033982734, '239291': 0.2527857764243008, '4365158': 0.24356498531748916, '6651785': 0.20141246496835302, '3232610': 0.18873185589540592, '2713590': 0.17961797357473255, '976907': 0.16918247991652174, '5643903': 0.16337693825673688, '1198279': 0.1462274857156104, '676540': 0.14150237174592775, '251895': 0.12721860518283062, '1198283': 0.1129911329496572, '6323384': 0.09401074684939903, '1198276': 0.09167254399563506, '976900': 0.08875702599906726, '1517071': 0.08821838155911466, '369811': 0.07969047337841045, '162759': 0.07076831711980369, '120533': 0.06643203888263535, '4394699': 0.0643778172701971, '976901': 0.05909254491651056, '3034359': 0.05583894232404706, '2831257': 0.04608993050141719, '369813': 0.03519209072161558, '283486': 0.029190327753542616, '676537': 0.021801471842634805, '4181970': 0.017789188862882527, '839784': 0.017708874127690247, '369809': 0.014830855281820021, '3034360': 0.014702009190185945, '3232606': 0.008899818585167509, '1390733': 0.005712031957743598, '6323380': 0.005375097453109209, '555227': 0.004962687035160404, '3232607': 0.004876137282747217, '676539': 0.0031333075181720444, '676543': 0.0030815707727687085, '3034354': 0.0015083421822677176, '2210794': 0.0005231482137671178, '555230': 0.0}"
120,190551,foot pain common causes,"{'5729317': 5739.472489371646, '5729320': 5561.2692602576735, '2043840': 5536.0316783047365, '5729321': 5146.273991079766, '5729318': 4065.7819881052114, '5729316': 3850.362760619358, '283486': 96.40777870899757, '163907': 51.473461686480725, '1961385': 19.26480729015505, '369813': 18.813968405044502, '17276': 15.580208111320616, '40243': 12.98152642543356, '369809': 11.183062782735965, '976901': 4.950378235827339, '369811': 3.472113136465591, '922442': 2.396363786622814, '1538223': 1.4314144883211735, '400171': 1.2123660491137564, '922448': 1.1744723383602995, '555227': 1.0559656024850277, '922450': 0.9225942411587946, '1538227': 0.7150023941969034, '555228': 0.658340890430084, '976900': 0.5962575321718154, '555230': 0.25971189311852316, '238025': 0.24285969705661434, '922444': 0.14991370485489935, '251899': 0.09916078027660175, '1538228': 0.07773329814672945, '976905': 0.07096353798857882, '3917762': 0.03570648951083928, '976907': 0.03341609945627358, '555229': 0.03138095310662672, '1538225': 0.024692049201959762, '976908': 0.017764089743754232, '566618': 0.00046584258039103125, '263120': 0.0, '238023': 0.0, '5720191': 0.0, '5177381': 0.0}"
121,148319,difference between polyethylene & polypropylene,"{'5768022': 5006.894703258099, '5768023': 4570.375064280518, '5768028': 4179.118408296712, '5768027': 3934.92623087156, '5768021': 3194.050811160927, '6827594': 47.792331142930664, '7045573': 9.010253289894406, '4064439': 2.5974517471741105, '6827589': 2.5866736977071887, '6827597': 1.488455150701718, '222571': 0.9343261860170184, '4994211': 0.6834528305732063, '4066013': 0.4644577754375703, '4064438': 0.26478476693819375, '222577': 0.15604984477544107, '1771388': 0.1546156517692841, '357155': 0.11197730229349262, '1771392': 0.09831346340552172, '2436604': 0.07140741285968885, '2706972': 0.06984677053589178, '6827590': 0.027088864235825776, '5712806': 0.023524762242526417, '1771383': 0.014505994026303926, '4703546': 0.011835298984215228, '686270': 0.007337755103465236, '2210790': 0.00719937113103984, '5712812': 0.005983491869384512, '94487': 0.00564889767086872, '4064443': 0.0039014603117164108, '566619': 0.0021167722450189516, '6651787': 0.0009395756338792093, '1771385': 0.0, '566618': 0.0, '2136579': 0.0, '1808631': 0.0, '1808637': 0.0, '222570': 0.0, '566617': 0.0}"
122,554748,what are all the names of dinosaurs,"{'5783178': 6.984331687148558, '5783171': 6.767762978477261, '5783177': 5.870808441487971, '5783173': 4.905659885991616, '5783175': 4.427132776789049, '5783176': 3.474589424900266, '2629972': 0.8174769661293773, '2629981': 0.772917907632054, '2629974': 0.7575609496994734, '706235': 0.6466496495136398, '2629975': 0.4894527747546876, '706243': 0.47801643290695417, '2629976': 0.44587703505902654, '2998249': 0.41141482501094095, '706236': 0.23791672172144784, '2044460': 0.12216513159435269, '6610805': 0.10337188640877834, '6610796': 0.10278988121948904, '739807': 0.09880207040022732, '7924177': 0.07993909835590604, '5865929': 0.07915540715977036, '6610802': 0.07807682514630715, '496891': 0.07724223698376795, '496889': 0.0738854704800834, '706238': 0.07083646901496428, '6503193': 0.06228267074407446, '3163393': 0.05301874256311841, '428252': 0.05204574514249833, '428244': 0.05019518475270385, '739806': 0.04955916018619924, '739805': 0.04442602744591783, '428249': 0.036059377632747164, '739804': 0.03542510373002635, '4716748': 0.03339662881557816, '2998251': 0.031796473448058506, '428246': 0.03158582663321378, '739803': 0.031226488776759743, '428250': 0.02568873162762402, '2998247': 0.024432202165999534, '3163390': 0.02381574100416979, '2044463': 0.023391621704541274, '6610801': 0.0228086479837638, '5055631': 0.022148940245350288, '706240': 0.013607461778091995, '1853584': 0.009598394278777178, '147333': 0.009475117246416913, '1853578': 0.0062527440226799146, '4716745': 0.006120661370267399, '739802': 0.005658712021509218, '903581': 0.002571631643474312, '1853579': 0.002195879373694555, '6368191': 0.0017483239962234355, '5055633': 0.0016870777834661354, '2998244': 0.0, '3163395': 0.0}"
123,189468,foods that help cut the fat,"{'5831020': 257.9253036830854, '5831027': 216.3154582994464, '5831025': 204.03760919405585, '5831022': 203.1554890832441, '5831026': 182.6821423711553, '5831021': 154.16267508611406, '1031174': 71.59244364899736, '507741': 71.0972621104799, '1588459': 28.375627588016783, '6323379': 20.84783112516551, '1588461': 11.967257671371108, '1588463': 7.357450744541597, '875168': 4.040324027575918, '2759422': 3.9616925866575956, '2482604': 3.3424216599689744, '6099132': 2.1195772862606264, '3494284': 2.0596621804289557, '6099128': 1.9358734097822912, '2759420': 1.5731442194088079, '416656': 1.5563397165282253, '1227032': 1.5293699498280233, '2545916': 1.4824675752501633, '4026380': 1.41586030855586, '1227026': 1.090379535518023, '1227028': 1.0786969306810084, '6099131': 1.0441483881746074, '4148208': 0.8750803012687658, '6099129': 0.8605636574033454, '416665': 0.8207060997259429, '6323380': 0.8190360491076274, '875171': 0.7303138567074876, '2759426': 0.7152946353277577, '2545918': 0.7130971684618411, '2482606': 0.7079164356062946, '5675560': 0.6231820947557405, '6323376': 0.5248615549988611, '875172': 0.49030159048340977, '2759419': 0.47812558184190246, '3494287': 0.4682850733466627, '2019366': 0.4184463803848006, '786641': 0.34688703374483115, '4148210': 0.27070288345821086, '1227034': 0.21484999615796468, '1679433': 0.1887701796018335, '2754983': 0.18737934077269275, '3494283': 0.18141974591469978, '416659': 0.15761078896822747, '2482601': 0.13760925840944296, '5675558': 0.10448594761956227, '3427791': 0.05799529307149811, '1679430': 0.05473463431695863, '338203': 0.054688460939174205, '6323377': 0.05163226839448966, '722036': 0.04994330269655885, '786636': 0.042073926588312556, '875170': 0.04053728419624975, '2545915': 0.035724110040818415, '5675562': 0.03201230393724981, '1227030': 0.02934686261785983, '3427793': 0.020096332683498343, '3427797': 0.010747524755493154, '6099130': 0.008240903081272018, '2545912': 0.006005976180551609, '5675564': 0.005727890215314511, '1565869': 0.0018261896894024839, '2754977': 0.0001812179413886961, '671063': 0.0, '1639020': 0.0}"
124,526883,types of cherries,"{'6036174': 159.4654948242827, '2250888': 130.17404468885033, '6036173': 129.0602333947165, '6036172': 111.4742683994663, '6036177': 103.76810788412939, '3917816': 21.128555056356234, '5357684': 3.026775140909609, '1565875': 2.8256655646010884, '5357679': 1.9803440071732337, '1565869': 1.6233095307127383, '1565868': 1.2308663162438196, '4716749': 1.1798734774963904, '1565872': 1.0185448795030365, '3917817': 0.8535964840703246, '317176': 0.6864924916712151, '5357681': 0.47716639840061836, '6046276': 0.350048377212298, '4716747': 0.32446512970169317, '6046281': 0.3006419810132196, '1565874': 0.10054125493843355, '1565871': 0.07522529025021199, '4716744': 0.07337079866999986, '317175': 0.05550937013208016, '5357680': 0.053907102519081686, '6046279': 0.046489701572377834, '3917812': 0.04187704389530937, '2998248': 0.011751432112436231, '4716748': 0.011482869190547636, '2998247': 0.0005080177403934781, '3371128': 0.0}"
125,149992,different species of cedar trees,"{'2043629': 17837.560292199953, '6046280': 10182.326446953524, '6046276': 7336.36510350913, '6046281': 5977.954787189184, '6046279': 5823.013822851584, '3614173': 0.0}"
126,459599,most vitamin c rich foods,"{'6099132': 3607.4506040830815, '6099130': 3598.7747750484446, '6099129': 3558.3968166269005, '6099128': 3298.396797492661, '6099131': 2476.3662032054685, '5831021': 180.020840224739, '5831025': 85.76825577240679, '4117267': 62.17897006012567, '1679433': 31.709969301565486, '875171': 30.119477394469044, '2135077': 16.32286437399329, '5831026': 16.126175156172216, '416665': 13.383256062041438, '6990597': 11.935845098777158, '338203': 11.65066265306123, '1679431': 10.534667523936472, '4148208': 10.513502248443816, '4148207': 10.095283884363791, '416659': 9.056969439833537, '875170': 7.797923343369174, '1588459': 7.040823863028099, '2759420': 6.363667408454638, '416656': 6.228691396251597, '4613702': 5.847749259696948, '4117262': 5.2334333962932185, '1128852': 5.103647365684119, '1227028': 4.019944515709805, '416657': 3.4898048396440164, '5675564': 2.358519144761211, '5675560': 2.181292119159203, '1565871': 2.024125431924087, '507741': 1.9158574908618888, '1128850': 1.830844385344491, '875172': 1.8227560702659886, '1227026': 1.7843161097573241, '2759422': 1.5495649055838139, '1031174': 1.3651766104681262, '2759421': 1.0871476060445109, '1128856': 1.0344126448319069, '4613700': 0.5930560938523501, '1679430': 0.5816237858883859, '875168': 0.5099497010844529, '5675562': 0.432685363141302, '416664': 0.3521637358223769, '3427791': 0.3074254113557262, '5831027': 0.097194449632693, '4312810': 0.060148139508215195, '3467973': 0.05718904841677491, '4394704': 0.04627436905980533, '1227032': 0.034112580745938315, '875164': 0.032929916546955325, '2759426': 0.02587420435776028, '1565875': 0.02384425661122777, '2759419': 0.018230822724366436, '2754983': 0.01141859422220348, '2759427': 0.009969050765640303, '4148210': 0.003980330987664923, '671063': 0.0035321000068172393, '6845913': 0.001065092712146665, '6845911': 0.0, '4312814': 0.0, '1565874': 0.0, '1128849': 0.0}"
127,188804,foods for pain relief,"{'6323380': 346.9444834249895, '6323384': 283.8724980533201, '6323376': 247.55567361118264, '6323377': 198.7202261648092, '6323379': 121.63686418769176, '5831020': 40.22748930924457, '1588463': 18.81646851200374, '4394697': 12.480735503204228, '5831027': 10.21536411584281, '5831022': 9.918219372093116, '4394699': 6.930873497902647, '875170': 6.443158633295706, '875168': 6.439082229032226, '3494283': 5.494843247320917, '416656': 4.950018837147078, '507741': 4.469624497436203, '4394704': 2.9747135311397597, '786640': 2.7618734198263657, '416664': 2.654458697029891, '416657': 2.614423320192789, '2545915': 2.4820506976445302, '1031174': 1.8083580750169639, '3494285': 1.8040436354180285, '3494284': 1.7967980907621564, '1588459': 1.6528691309672365, '722035': 1.639362100997647, '786633': 1.5262940650843093, '1198278': 1.3511002549999054, '1588461': 1.3489398019795324, '2759422': 1.0319001647474157, '722030': 0.8635798937780491, '1639020': 0.8013066980502117, '5831026': 0.6132218459379708, '722031': 0.5040580442155436, '5643905': 0.4805433032236343, '4148207': 0.4605165243118062, '2019368': 0.41325813184085336, '470228': 0.39820014972621376, '416665': 0.32764270950545477, '2482601': 0.29782476515694756, '4117262': 0.29408010819001945, '5831021': 0.2514671294335117, '1227028': 0.18052312798427214, '2482606': 0.14806106922799817, '5831025': 0.14076306561108395, '2759427': 0.13392281291597535, '4394705': 0.13068557717158963, '2759420': 0.12728990124019268, '263120': 0.12411824224240772, '2754983': 0.11924514104913228, '3034358': 0.11508717607878573, '2019370': 0.10316714603928218, '1639025': 0.10179168263715732, '3034359': 0.10118959878551642, '722036': 0.0858432302129803, '786638': 0.06911694276189789, '2019365': 0.06409562888579631, '2482604': 0.06254821053263906, '2482608': 0.060469232704799813, '786636': 0.05690453911302645, '1639026': 0.056698864184577195, '786641': 0.050716517749436404, '2759426': 0.044347847755368625, '4148213': 0.039455036941479914, '4148210': 0.0384699365445581, '1227034': 0.0384501156992733, '162759': 0.03567526375150053, '2545916': 0.028865397431771044, '5720192': 0.027460940738045458, '416659': 0.02360075765903688, '2759421': 0.022642662996886973, '2754977': 0.01577377811862696, '875171': 0.014539101748320658, '5675560': 0.010244373638410903, '2019364': 0.007045176754578372, '4312809': 0.0053803802528877755, '4394703': 0.0032119692989028394, '6651787': 0.002469991502426438, '875164': 6.536399490325459e-05, '263126': 0.0, '2754981': 0.0, '5177382': 0.0, '3665327': 0.0}"
128,57488,butcher shop phone number,"{'6368194': 959.4989246592622, '6368193': 945.6871787046985, '6368196': 770.4115515642936, '6368199': 732.8911878057212, '6368191': 715.1388992415, '554476': 37.802536452194246, '2296829': 11.549621011581236, '2296825': 11.253045725991838, '2296831': 11.065572776165391, '1406120': 9.410468352942795, '881363': 9.367371914607498, '1639025': 7.008957790612306, '3193111': 6.4227931173565995, '796284': 6.387810658178431, '5277728': 6.355240234003832, '554478': 5.385285540034987, '796286': 4.354791589027258, '2296832': 3.902397914042557, '3730562': 3.420369063177138, '881362': 3.239166999175212, '1639020': 2.737245534025376, '881360': 2.0903628002831804, '3335177': 1.7564916555933665, '3193115': 1.7316894813807946, '554479': 1.4859657161606283, '3193116': 1.4050794317432829, '4703546': 1.390274790885299, '334574': 1.32892303584744, '1513883': 1.250106684519157, '2629972': 1.196845852716614, '288134': 1.176324322652797, '3730558': 1.1604929578346115, '796288': 1.0669290626993075, '1301088': 0.9250095029911836, '7924175': 0.7922441406984118, '207688': 0.7780975479718545, '1406122': 0.7215305871616468, '1639027': 0.6177173969872427, '6800102': 0.5139189343343128, '2096601': 0.5050199838298582, '796290': 0.4280894731287777, '2096605': 0.40445556358485196, '1406119': 0.3921554895193936, '2859095': 0.37862311201115606, '2436604': 0.35519413692410406, '4175404': 0.23158863835902505, '207687': 0.19982395626781016, '1639019': 0.19897464319205782, '1639026': 0.16975495883962227, '232436': 0.16286994147395073, '6779126': 0.1547107345623927, '2096603': 0.13946006610286407, '2859090': 0.13860401402284775, '7924171': 0.11144406785882102, '881364': 0.07917376708610163, '5865929': 0.07320399614933383, '6503193': 0.07232620685126115, '2096608': 0.06914601982768102, '2016861': 0.0647676907253842, '3193114': 0.05667562003864306, '961742': 0.05278120695991874, '172358': 0.051863475471450995, '3335174': 0.04562867420864815, '3008366': 0.044998642340487616, '2436602': 0.043204056482164806, '2096604': 0.03722136982957208, '4950836': 0.03469403265462337, '3335171': 0.029531988514532828, '2016868': 0.02809168406087097, '2146623': 0.02558468961625528, '2859089': 0.022885794462298797, '3335168': 0.02000273144804099, '172367': 0.016710303708733637, '4828354': 0.013421356276388414, '3730561': 0.011305271409588591, '4175407': 0.011250228723078598, '881358': 0.00944104442843832, '7924170': 0.005878962155320109, '2509345': 0.004370080819532649, '3335176': 0.004157846420674721, '4066013': 0.003313177228794703, '5055633': 9.663033660443646e-05, '6936661': 0.0, '6503186': 0.0, '796282': 0.0, '2509348': 0.0}"
129,113389,cuban pianist,"{'6503191': 119.71202873881197, '6503186': 118.31890292425855, '6503189': 117.95178165176398, '6503193': 92.9438119351617, '6503185': 84.9837551728469, '3132756': 6.277478853900207, '5055630': 5.526975165412087, '6610796': 5.0854272282763695, '5055633': 4.028049308565932, '6610800': 3.112248174343891, '796286': 2.856128320224018, '3132751': 2.40937670264727, '5055631': 1.9451242532249953, '3132750': 1.9296277237878157, '796282': 1.7569842600506993, '3132749': 1.5010264826794595, '3132747': 1.4606822876976158, '5055636': 1.3136996860730417, '6610801': 1.248072713165481, '5612806': 1.2393479858608747, '796288': 1.2149263065196412, '5612805': 1.1233912913626731, '5612807': 1.0777863229640983, '5055628': 1.0707933465758461, '3008361': 0.644990222274888, '961074': 0.5614615564318232, '5612800': 0.4990234822256549, '3163390': 0.4460241636945883, '796290': 0.4062717826052771, '6800102': 0.3311222391405727, '6610805': 0.3145857954642343, '3008362': 0.29157743302188227, '5783175': 0.29083163077853647, '2442911': 0.22593333194101564, '3163395': 0.16570680577756347, '1513887': 0.1504804508185316, '3008370': 0.1468376119087476, '232429': 0.14553206002686714, '796284': 0.1289068489583995, '6800104': 0.1194837083433419, '4703546': 0.11808255119217637, '5783173': 0.115117965059583, '2096604': 0.1034128330023888, '2710848': 0.10189404639539115, '6610802': 0.08225526921786439, '406466': 0.07302647021316838, '4703543': 0.07151583935583669, '5383216': 0.06915447595477403, '1513881': 0.059442166873509734, '4703541': 0.05458407610381715, '2710845': 0.04274973192630058, '2096603': 0.039887258433516676, '4562792': 0.03332917389533396, '5783171': 0.02881748667704029, '1578311': 0.02815866371062073, '2859087': 0.024539526454433958, '1513883': 0.02317792825295257, '4298027': 0.022059052615715072, '6368193': 0.019778694776160177, '6368191': 0.018777554953318516, '2710843': 0.018372148985241064, '4562795': 0.018314702657110764, '2442913': 0.01799069757958972, '5783177': 0.01641054883519299, '1578313': 0.015267859544726512, '3163389': 0.012824176250342954, '2710842': 0.010403888041893178, '5783176': 0.010326483570302037, '428250': 0.008197227436429977, '266746': 0.007758747413674012, '5612804': 0.0061172402967343865, '2096608': 0.005535829865699016, '2296824': 0.002979756594746817, '3163393': 0.0025800183169388045, '3730561': 0.0017426779818810955, '6368194': 0.0, '4562797': 0.0}"
