Query	Passage_Scores
query_13920	{'passage_1808638': 1.5632533115882348, 'passage_1808633': 1.1817126167257517}
query_13925	{'passage_1808638': 1.1291463039026197, 'passage_1808633': 0.8705394693993397}
query_13926	{'passage_1808638': 1.6376007074404133, 'passage_1808633': 1.3850093001523764}
query_13932	{'passage_1808638': 1.335280501008886, 'passage_1808633': 0.9252201035093489}
query_13934	{'passage_1808638': 0.8633859684174106, 'passage_1808633': 0.700028021967315}
query_13935	{'passage_1808638': 0.802096237044477, 'passage_1808640': 0.6869058839475077, 'passage_1808633': 0.6811685167604148}
query_13940	{'passage_1808638': 0.43394220836157765, 'passage_1808640': 0.4160015486608342, 'passage_1808633': 0.36471222373640905}
query_13946	{'passage_1808638': 1.5424796076304443, 'passage_1808633': 1.1511940872796693}
query_13947	{'passage_1808638': 0.6766639171583765, 'passage_1808640': 0.6262071694290166, 'passage_1808633': 0.5494909157086177}
query_13949	{'passage_1808638': 1.5664500698221708, 'passage_1808633': 1.0506012297564509}
query_13958	{'passage_1808638': 2.114472165692862, 'passage_1808633': 1.3477481141560603}
query_13961	{'passage_1808638': 2.1063443455999167, 'passage_1808633': 1.3573770781086538}
query_13963	{'passage_1808638': 1.327832964271382, 'passage_1808633': 1.0971044963110534}
query_13964	{'passage_1808638': 1.32567914819426, 'passage_1808633': 0.9882398779268261}
query_13969	{'passage_1808638': 0.8608132590091487, 'passage_1808633': 0.6610773372472728}
query_13974	{'passage_1808638': 1.2757004269817318, 'passage_1808637': 0.9088904444242804}
query_13976	{'passage_1808638': 2.0233133257055873, 'passage_1808633': 1.3167236408622693}
query_13979	{'passage_1853585': 0.1418617281688287, 'passage_1853577': 0.11215847757505311, 'passage_428250': 0.09943676497239708, 'passage_172367': 0.0923976233989969, 'passage_2629972': 0.08992300712177265, 'passage_4703543': 0.08971078602306572, 'passage_172358': 0.08266511622640159, 'passage_172362': 0.0816358117016239, 'passage_6610802': 0.08150001386717565, 'passage_2629976': 0.08143752085609418, 'passage_4703541': 0.07890345317114816, 'passage_4703547': 0.07728580429519902, 'passage_16521': 0.0771982475846321, 'passage_4703546': 0.07652211784440599, 'passage_2629975': 0.07618593687888536, 'passage_5055630': 0.0759253880889402, 'passage_6610801': 0.07542729504241633, 'passage_3163395': 0.07184076334679763, 'passage_4690511': 0.07174578120735936, 'passage_172366': 0.07130992931717352, 'passage_4703539': 0.06843957461332556, 'passage_2173893': 0.06557992214856115, 'passage_172364': 0.06474677724784135}
query_14001	{'passage_1853585': 0.12447719803195172, 'passage_2892101': 0.0930629257610852, 'passage_1853577': 0.09228727892952313, 'passage_428250': 0.07956996932976929, 'passage_4703546': 0.07649415038482779, 'passage_2892098': 0.07388183525118809, 'passage_2892105': 0.07251940072706117, 'passage_2892099': 0.07154234177000886, 'passage_4703543': 0.07149256380717829, 'passage_3008367': 0.07104814607425959, 'passage_4703541': 0.07064148054929469, 'passage_2892106': 0.06836252997796302, 'passage_2629972': 0.06627704362037588, 'passage_2892104': 0.06390376211587798, 'passage_6610802': 0.06377986137526555, 'passage_4703547': 0.06370694958318555, 'passage_16521': 0.06357019501651504, 'passage_172367': 0.06334233612882727, 'passage_4690511': 0.06260263610142243, 'passage_2629976': 0.06200292601467132, 'passage_6610801': 0.060633318692364005, 'passage_5151304': 0.05979891455798125}
query_14005	{'passage_1880126': 0.7562687633473121, 'passage_1880123': 0.7132234260434237, 'passage_1880129': 0.6385342723077897, 'passage_3302769': 0.5841670988943587, 'passage_3302767': 0.48626646049880906, 'passage_3309551': 0.46030022679384847, 'passage_3302762': 0.45461579870425495, 'passage_3302770': 0.43447842989360247, 'passage_3302763': 0.4309312658137993, 'passage_3309554': 0.38870227965330567, 'passage_3309550': 0.38461709149562645, 'passage_1880121': 0.3315081681604309, 'passage_1880128': 0.3141322608186105, 'passage_3163389': 0.050049004851013684, 'passage_6503186': 0.049661934953402424, 'passage_6503191': 0.04664159486195412, 'passage_1513887': 0.04386475491080243, 'passage_2892105': 0.04306334143838158}
query_14009	{'passage_1880126': 0.8982633113300637, 'passage_1880123': 0.8800265953357357, 'passage_1880129': 0.8287602014733094, 'passage_3302769': 0.7147484480827807, 'passage_3302762': 0.5831106332685906, 'passage_1880121': 0.38107680997698784, 'passage_6503186': 0.05417299715185874, 'passage_6503191': 0.04990495187567961, 'passage_2892105': 0.04705484073957666, 'passage_6503185': 0.04618265990160983, 'passage_2892101': 0.03674311858317422, 'passage_2892098': 0.03416851399941319, 'passage_102386': 0.026798387786093263, 'passage_686271': 0.026377693750238754, 'passage_739807': 0.02608924467476232, 'passage_903205': 0.025834315220078882, 'passage_686273': 0.02562331371163421}
query_14014	{'passage_686271': 0.02558769092068526, 'passage_1808631': 0.02556720706013378, 'passage_686273': 0.024691760373346004}
query_14015	{'passage_686271': 0.028173885267446786, 'passage_686273': 0.02772981791017331, 'passage_739807': 0.027323914887193084, 'passage_1143226': 0.027243999790571124, 'passage_1808631': 0.02489859632847457}
query_14018	{'passage_1880126': 0.74911722948482, 'passage_1880123': 0.7331345816095858, 'passage_1880129': 0.7024878220073705, 'passage_3302769': 0.5535232284981716, 'passage_3302762': 0.4579647440834301, 'passage_1880121': 0.3500826063732157, 'passage_6503186': 0.05033579244527329, 'passage_6503191': 0.047289282547095926, 'passage_207688': 0.045594459522498236, 'passage_6610800': 0.044795920135198605, 'passage_6503185': 0.04338846240839135, 'passage_4703546': 0.042609337548825336, 'passage_3163390': 0.042410793731582026, 'passage_6503189': 0.04214898330256715, 'passage_6610796': 0.0386013660601896, 'passage_207689': 0.0364748627956425, 'passage_207685': 0.03350941464701286, 'passage_266746': 0.032011873543624336, 'passage_207687': 0.031918860556637084, 'passage_4562795': 0.030971582404888957}
query_14022	{'passage_1880121': 0.39458641078030765, 'passage_1880128': 0.3900040483804479, 'passage_1880129': 0.29886093348057874, 'passage_3309549': 0.25495397903198946, 'passage_1880123': 0.23998778742911137, 'passage_3309551': 0.23303835425632907, 'passage_3309550': 0.23151318497484358, 'passage_3309554': 0.22680053808765577, 'passage_3302767': 0.2246407347210805, 'passage_3309552': 0.22319380699976668, 'passage_3302763': 0.2146952714720406, 'passage_3302762': 0.21458270827645862, 'passage_3163389': 0.07257911847811375, 'passage_1853585': 0.0694405648355147, 'passage_2892105': 0.06253331811816021, 'passage_4703546': 0.06014576647725035, 'passage_1513887': 0.05751422502824997, 'passage_4703543': 0.05364849312350075, 'passage_172362': 0.051966001183931625, 'passage_6610801': 0.050634344157572994, 'passage_4703547': 0.04884753332240052}
query_14023	{'passage_3302769': 0.9092163219134886, 'passage_1880126': 0.8961904615497426, 'passage_1880123': 0.8897581696892528, 'passage_1880129': 0.8370148467548278, 'passage_3302767': 0.7979541581838284, 'passage_3309552': 0.7866004793715675, 'passage_3302762': 0.7578172464502673, 'passage_1880121': 0.4969280718438774, 'passage_6503186': 0.049801478193937425, 'passage_6503191': 0.04574415215081981, 'passage_6503185': 0.04328238036393758, 'passage_2892105': 0.041071917765485064, 'passage_2892101': 0.033029099156386334, 'passage_2892098': 0.030942124567108854, 'passage_3193115': 0.0304122658836555, 'passage_266746': 0.02960376461359959, 'passage_903205': 0.02495273483030884, 'passage_102386': 0.024691023130647315, 'passage_903198': 0.022988852496671396, 'passage_903201': 0.022737695016652237, 'passage_686271': 0.022698380069547885, 'passage_739807': 0.022549699504857714}
query_14030	{'passage_686271': 0.02702098727793287, 'passage_686273': 0.026575537637817406, 'passage_1143226': 0.02636985026663052, 'passage_739807': 0.02625147758625466, 'passage_1808631': 0.024662548589440676}
query_14034	{'passage_1880129': 0.36503131596078586, 'passage_1880121': 0.3613913781820397, 'passage_1880128': 0.3483963258845041, 'passage_1880123': 0.30276892931876404, 'passage_1880126': 0.2891796194293586, 'passage_3309549': 0.2607737317613831, 'passage_3309551': 0.2431219839599969, 'passage_3302767': 0.24140432103063292, 'passage_3309552': 0.2332365458303695, 'passage_2892105': 0.05843879791543393, 'passage_3163389': 0.05466642809863862, 'passage_1853585': 0.05282454032351814, 'passage_2892104': 0.04989202501774925, 'passage_1513887': 0.04944407853046884, 'passage_1513881': 0.0464838667212962, 'passage_2892101': 0.04619426901079365, 'passage_6503186': 0.045150421168972985}
query_14039	{'passage_1880126': 0.6355302155872251, 'passage_1880123': 0.6215758008755554, 'passage_1880129': 0.6059576893994749, 'passage_3302769': 0.4751588872126654, 'passage_3302767': 0.41247057753692795, 'passage_3309549': 0.3898865876989469, 'passage_3309552': 0.38520628518374106, 'passage_3309551': 0.3841830636450687, 'passage_3309554': 0.3353386097707013, 'passage_1880121': 0.30402041839316674, 'passage_1880128': 0.2875891707825207, 'passage_3163389': 0.04960254612432747, 'passage_6503186': 0.04956286218552691, 'passage_2892105': 0.04818046353504003, 'passage_6503191': 0.04661475177503848, 'passage_1513881': 0.04191276221881518, 'passage_1853585': 0.03990359594040148, 'passage_2892106': 0.03757190099110261, 'passage_2892101': 0.03707912759299467, 'passage_739807': 0.027603356745330643, 'passage_686271': 0.02760297598720558}
query_14046	{'passage_1880121': 0.38689993101773723, 'passage_1880128': 0.37401682779238166, 'passage_1880129': 0.33269614808812104, 'passage_1880123': 0.26622957563728783, 'passage_3309549': 0.2516210503454364, 'passage_3309551': 0.23333071865110463, 'passage_3309550': 0.2285313516427113, 'passage_3302767': 0.22851730689053032, 'passage_3309552': 0.22374172533343897, 'passage_3302763': 0.2183114763076001, 'passage_3163389': 0.061747417716134935, 'passage_2892105': 0.061687530852432, 'passage_1853585': 0.0568097706774707, 'passage_1513887': 0.05409204379664064, 'passage_2892101': 0.049426295860161805, 'passage_1513881': 0.04922861510662845, 'passage_2892106': 0.045733689671976684, 'passage_172362': 0.04276922509474433, 'passage_6503191': 0.0424383498621997, 'passage_102386': 0.0357240854585792, 'passage_3008367': 0.031566414564079395, 'passage_1189075': 0.029303911375556768, 'passage_739807': 0.027611224221413266, 'passage_686273': 0.02709523632753802, 'passage_2710845': 0.02611026703233717}
query_14050	{'passage_686271': 0.025302136527273193, 'passage_686273': 0.024412896673819223, 'passage_739807': 0.02414017034645062, 'passage_1143226': 0.02385019677374446, 'passage_1808631': 0.023161282108039312}
query_14052	{'passage_1880121': 0.2780812905718739, 'passage_1880128': 0.2777002103082501, 'passage_1880129': 0.22547929149447052, 'passage_3309549': 0.20169065488614046, 'passage_3309550': 0.1936459908853454, 'passage_3309554': 0.18786871710965897, 'passage_3309551': 0.1856760552984678, 'passage_3309552': 0.18044656812160786, 'passage_3302767': 0.17953389970933284, 'passage_1880123': 0.17892916647360937, 'passage_3302763': 0.17701989152757114, 'passage_3302762': 0.17424385555629648, 'passage_3163389': 0.0898095900530757, 'passage_4703546': 0.07763745720021277, 'passage_1853585': 0.07060825426596554, 'passage_2892105': 0.06985029471735274, 'passage_1513887': 0.0663455063987885, 'passage_4703543': 0.06519747028097703, 'passage_4703547': 0.06299666354763823, 'passage_172362': 0.05725132530842592, 'passage_6610801': 0.05701050635036439}
query_14064	{'passage_1880121': 0.4279324766807091, 'passage_1880128': 0.41629271834865667, 'passage_1880129': 0.36035164803297187, 'passage_1880123': 0.28799670845076925, 'passage_3309549': 0.2819581886996728, 'passage_3309551': 0.2605648143040033, 'passage_3309550': 0.25605598092344306, 'passage_3302767': 0.2507508678315439, 'passage_3309554': 0.2495396582204956, 'passage_3309552': 0.24936328973462835, 'passage_3302762': 0.2423070487744618, 'passage_3302763': 0.24132567830890295, 'passage_3163389': 0.06766306455066336, 'passage_2892105': 0.05946455046456946, 'passage_1853585': 0.05798538906947622, 'passage_1513887': 0.05570660445660844, 'passage_4703546': 0.055193282495440144, 'passage_1513881': 0.049068197649527516, 'passage_4703543': 0.046246980048576164, 'passage_4703547': 0.04530152862039033, 'passage_172362': 0.04462188069289718}
query_14066	{'passage_1880129': 0.7110451686113874, 'passage_1880123': 0.6322772371439175, 'passage_1880126': 0.6084303413632955, 'passage_3309549': 0.5355972699740115, 'passage_3302769': 0.5161400198239458, 'passage_1880121': 0.5120323767851019, 'passage_3302767': 0.4956387187877348, 'passage_3302763': 0.4597945192027563, 'passage_6503186': 0.05424759154752465, 'passage_6503191': 0.04976240588410591, 'passage_2892105': 0.049142351204065335, 'passage_6503185': 0.04639762800973552, 'passage_2892104': 0.04364002605119643, 'passage_5612807': 0.032811694922907475, 'passage_102386': 0.029273043738415307, 'passage_903205': 0.02553220998712665, 'passage_739807': 0.02546623016979697, 'passage_686273': 0.025297106673664443}
query_14069	{'passage_1880129': 0.960634255734371, 'passage_1880123': 0.8746623016655959, 'passage_1880126': 0.8246704475166627, 'passage_3302769': 0.776652632149141, 'passage_3309549': 0.7258335616680421, 'passage_3309551': 0.7167162892634101, 'passage_3309552': 0.7165387497381284, 'passage_3302767': 0.7108730778485838, 'passage_3309554': 0.6499366841552098, 'passage_1880121': 0.5357050461064531, 'passage_1880128': 0.49742588285670697, 'passage_3163389': 0.06521349480883593, 'passage_6503186': 0.053581181177000795, 'passage_2892105': 0.048478567551255104, 'passage_6503191': 0.04806717933766247, 'passage_2892104': 0.04337218112442662}
query_14078	{'passage_1880129': 0.6022142184437825, 'passage_1880123': 0.5731395100143648, 'passage_1880126': 0.5729314558639739, 'passage_3302769': 0.4297671595410233, 'passage_3309549': 0.39903113038508775, 'passage_1880121': 0.35881002091238945, 'passage_1880128': 0.3414644391106379, 'passage_3163389': 0.05555579691553606, 'passage_6503186': 0.05192510055930212, 'passage_2892105': 0.04892329429871944, 'passage_1513887': 0.04742752911076045, 'passage_6610800': 0.04645267703306397, 'passage_207688': 0.04613496232657631, 'passage_6503193': 0.04495648390373809, 'passage_6503185': 0.04430202725720936, 'passage_2892104': 0.04300553473946955, 'passage_1513881': 0.042855757931401034, 'passage_2892101': 0.03827925027170863, 'passage_4703543': 0.0381954213678641, 'passage_6610801': 0.03818992371746716, 'passage_2892106': 0.03791380908359309, 'passage_6610802': 0.0359443727691015, 'passage_6610805': 0.03498037537888725, 'passage_266746': 0.03221131994130389, 'passage_4562795': 0.03218287114999077}
query_14079	{'passage_1880129': 0.4003854646288003, 'passage_1880121': 0.3823852599977664, 'passage_1880128': 0.36832860033378284, 'passage_1880123': 0.3368783581853765, 'passage_1880126': 0.3222859403957325, 'passage_3309549': 0.2908384887743464, 'passage_3309551': 0.27017578568604994, 'passage_3302767': 0.26868706739476256, 'passage_3309552': 0.258638382959765, 'passage_3302762': 0.25477038760568216, 'passage_3309550': 0.2536305573847854, 'passage_3309554': 0.24973542699058074, 'passage_3163389': 0.05814990774544029, 'passage_2892105': 0.05749322906272564, 'passage_1853585': 0.05546662964972593, 'passage_1513887': 0.052500710220035836, 'passage_4703546': 0.050449407407827405, 'passage_2892104': 0.04912092794060518}
query_14083	{'passage_1880126': 0.8319012795774614, 'passage_1880123': 0.8201837392387823, 'passage_1880129': 0.7984577968161709, 'passage_3302769': 0.7453950439573639, 'passage_3302762': 0.6177461143520689, 'passage_1880121': 0.5067559540263471, 'passage_6503186': 0.051813422342802486, 'passage_6503191': 0.04808386061018011, 'passage_6503185': 0.04505295153224181, 'passage_2892105': 0.044615004036257594, 'passage_2892101': 0.03548155143683252, 'passage_2892098': 0.03315772973716986, 'passage_102386': 0.0258015671839109, 'passage_903205': 0.02546370947309798, 'passage_686271': 0.024108008556923126, 'passage_739807': 0.024102943577288004, 'passage_686273': 0.023921164112133488}
query_14088	{'passage_1880129': 0.43111074181357945, 'passage_1880121': 0.41117962828834204, 'passage_1880128': 0.39478351245493665, 'passage_1880123': 0.3593896506960601, 'passage_1880126': 0.342417767611341, 'passage_3309549': 0.31372602981738096, 'passage_3309551': 0.29049798292250284, 'passage_3302767': 0.28933729307994754, 'passage_3309550': 0.2745029819994758, 'passage_3302762': 0.27426733613712057, 'passage_3309554': 0.26991700228170074, 'passage_3163389': 0.06068440331944037, 'passage_2892105': 0.058134968021101664, 'passage_1853585': 0.05595967651414373, 'passage_1513887': 0.05299357906611877, 'passage_4703546': 0.051543007639508885, 'passage_6503186': 0.049990446006774235}
query_14094	{'passage_1880129': 0.5051002513855478, 'passage_1880121': 0.460814591499697, 'passage_1880128': 0.4411703481121978, 'passage_1880123': 0.40400387544997896, 'passage_1880126': 0.38047884049668357, 'passage_3309549': 0.37250206783501155, 'passage_3309551': 0.3421120501797367, 'passage_3302767': 0.33591387890029695, 'passage_3309550': 0.32473867930577754, 'passage_3302762': 0.3180153156923305, 'passage_3309554': 0.31702007600450033, 'passage_3163389': 0.06413107257256584, 'passage_2892105': 0.056655425010273555, 'passage_1513887': 0.05535659947184363, 'passage_1853585': 0.05527883289626784, 'passage_4703546': 0.05289064107509473, 'passage_6503186': 0.048990078602172124}
query_14095	{'passage_686271': 0.0240974399038179, 'passage_1808631': 0.023776685779190856, 'passage_686273': 0.023353858293925563}
query_14097	{'passage_1880121': 0.39458641078030765, 'passage_1880128': 0.3900040483804479, 'passage_1880129': 0.29886093348057874, 'passage_3309549': 0.25495397903198946, 'passage_1880123': 0.23998778742911137, 'passage_3309551': 0.23303835425632907, 'passage_3309550': 0.23151318497484358, 'passage_3309554': 0.22680053808765577, 'passage_3302767': 0.2246407347210805, 'passage_3309552': 0.22319380699976668, 'passage_3302763': 0.2146952714720406, 'passage_3302762': 0.21458270827645862, 'passage_3163389': 0.07257911847811375, 'passage_1853585': 0.0694405648355147, 'passage_2892105': 0.06253331811816021, 'passage_4703546': 0.06014576647725035, 'passage_1513887': 0.05751422502824997, 'passage_4703543': 0.05364849312350075, 'passage_172362': 0.051966001183931625, 'passage_6610801': 0.050634344157572994, 'passage_4703547': 0.04884753332240052}
query_14098	{'passage_3302769': 0.9092163219134886, 'passage_1880126': 0.8961904615497426, 'passage_1880123': 0.8897581696892528, 'passage_1880129': 0.8370148467548278, 'passage_3302767': 0.7979541581838284, 'passage_3309552': 0.7866004793715675, 'passage_3302762': 0.7578172464502673, 'passage_1880121': 0.4969280718438774, 'passage_6503186': 0.049801478193937425, 'passage_6503191': 0.04574415215081981, 'passage_6503185': 0.04328238036393758, 'passage_2892105': 0.041071917765485064, 'passage_2892101': 0.033029099156386334, 'passage_2892098': 0.030942124567108854, 'passage_3193115': 0.0304122658836555, 'passage_266746': 0.02960376461359959, 'passage_903205': 0.02495273483030884, 'passage_102386': 0.024691023130647315, 'passage_903198': 0.022988852496671396, 'passage_903201': 0.022737695016652237, 'passage_686271': 0.022698380069547885, 'passage_739807': 0.022549699504857714}
query_14113	{'passage_1880126': 0.8052459674620028, 'passage_1880129': 0.7995069105246435, 'passage_1880123': 0.7968917010063199, 'passage_3302769': 0.7200838967380708, 'passage_3309549': 0.6098655096020376, 'passage_1880121': 0.5009412567601148, 'passage_6503186': 0.04942224702206834, 'passage_6503191': 0.045989320196491816, 'passage_2892105': 0.04402863782680791, 'passage_6503185': 0.04299396381252749, 'passage_2892104': 0.03957520184941508, 'passage_5612807': 0.03294729091928038, 'passage_102386': 0.025350848689573803, 'passage_903205': 0.025259619229950698, 'passage_739807': 0.023860868880795874, 'passage_686271': 0.023782374003720314}
query_14119	{'passage_1880126': 0.6480831898774304, 'passage_1880123': 0.6028055730713542, 'passage_3302769': 0.5355580148037358, 'passage_1880129': 0.5003858200771198, 'passage_3302767': 0.4291491254904206, 'passage_3302763': 0.3846383600798447, 'passage_1880121': 0.273845396610022, 'passage_6503186': 0.045675710191749395, 'passage_6503191': 0.043417005660010895, 'passage_6503185': 0.03994875348190389, 'passage_5612807': 0.03335954818713525, 'passage_5612806': 0.031732725770581054, 'passage_1808631': 0.02539576743603372}
query_14124	{'passage_1880129': 0.31710408324474887, 'passage_1880121': 0.30865501138426205, 'passage_1880128': 0.3015828355241614, 'passage_3309549': 0.25221532305347555, 'passage_1880123': 0.24908509131004639, 'passage_3309550': 0.23600842675885608, 'passage_1880126': 0.23226900843527232, 'passage_3309554': 0.22728126923252523, 'passage_3309552': 0.2240036538180167, 'passage_3302763': 0.2217540030236455, 'passage_3302762': 0.21968130601905095, 'passage_3163389': 0.07235996032353945, 'passage_2892105': 0.06619187041767943, 'passage_4703546': 0.0648506823041654, 'passage_1513887': 0.06269062532097182, 'passage_1853585': 0.05771001040848498, 'passage_1513881': 0.05675023382759879, 'passage_2892104': 0.055347226016618914, 'passage_4703543': 0.0516874877110408}
query_14127	{'passage_1880121': 0.2780812905718739, 'passage_1880128': 0.2777002103082501, 'passage_1880129': 0.22547929149447052, 'passage_3309549': 0.20169065488614046, 'passage_3309550': 0.1936459908853454, 'passage_3309554': 0.18786871710965897, 'passage_3309551': 0.1856760552984678, 'passage_3309552': 0.18044656812160786, 'passage_3302767': 0.17953389970933284, 'passage_1880123': 0.17892916647360937, 'passage_3302763': 0.17701989152757114, 'passage_3302762': 0.17424385555629648, 'passage_3163389': 0.0898095900530757, 'passage_4703546': 0.07763745720021277, 'passage_1853585': 0.07060825426596554, 'passage_2892105': 0.06985029471735274, 'passage_1513887': 0.0663455063987885, 'passage_4703543': 0.06519747028097703, 'passage_4703547': 0.06299666354763823, 'passage_172362': 0.05725132530842592, 'passage_6610801': 0.05701050635036439}
query_14134	{'passage_686271': 0.02403116394842302, 'passage_686273': 0.02300785909880227, 'passage_1808631': 0.02299348220895913}
query_14136	{'passage_1880129': 0.22812629203962045, 'passage_1880121': 0.22188513357105943, 'passage_1880128': 0.21801661874628073, 'passage_3309549': 0.18769988092673923, 'passage_1880123': 0.18537406514080268, 'passage_3309550': 0.17907622489459432, 'passage_1880126': 0.17462295372125927, 'passage_3309554': 0.17318994319474332, 'passage_3309552': 0.17017722707203448, 'passage_3302762': 0.1681216916936927, 'passage_3163389': 0.07498449645545142, 'passage_4703546': 0.07251078523550687, 'passage_2892105': 0.0715746259293753, 'passage_1513887': 0.06713150181200991, 'passage_1513881': 0.06274789531131586, 'passage_1853585': 0.05923104749154737, 'passage_2892104': 0.058802997930146574, 'passage_4703543': 0.055667123576921704}
query_14139	{'passage_1880121': 0.4279324766807091, 'passage_1880128': 0.41629271834865667, 'passage_1880129': 0.36035164803297187, 'passage_1880123': 0.28799670845076925, 'passage_3309549': 0.2819581886996728, 'passage_3309551': 0.2605648143040033, 'passage_3309550': 0.25605598092344306, 'passage_3302767': 0.2507508678315439, 'passage_3309554': 0.2495396582204956, 'passage_3309552': 0.24936328973462835, 'passage_3302762': 0.2423070487744618, 'passage_3302763': 0.24132567830890295, 'passage_3163389': 0.06766306455066336, 'passage_2892105': 0.05946455046456946, 'passage_1853585': 0.05798538906947622, 'passage_1513887': 0.05570660445660844, 'passage_4703546': 0.055193282495440144, 'passage_1513881': 0.049068197649527516, 'passage_4703543': 0.046246980048576164, 'passage_4703547': 0.04530152862039033, 'passage_172362': 0.04462188069289718}
query_14147	{'passage_1880126': 0.6880640041986333, 'passage_1880123': 0.6714328966241662, 'passage_1880129': 0.6006305874061839, 'passage_3302769': 0.5438390827184866, 'passage_3302762': 0.4522586816378265, 'passage_1880121': 0.3566057704990977, 'passage_6503186': 0.05023506966945012, 'passage_6503191': 0.046960090799532825, 'passage_6503185': 0.04324779126233778, 'passage_2892105': 0.04302306344823948, 'passage_2892101': 0.03387068557065704, 'passage_2892098': 0.032050425035970984, 'passage_102386': 0.026002657756937837, 'passage_686271': 0.02519022829253588, 'passage_739807': 0.02474734520410326, 'passage_903205': 0.02474690366276838, 'passage_686273': 0.024614469338161957}
query_14151	{'passage_1880121': 0.3830030208286464, 'passage_1880128': 0.37697681638549696, 'passage_1880129': 0.27948389707900256, 'passage_3309549': 0.23838489282438122, 'passage_3309550': 0.22598985969881677, 'passage_1880123': 0.2236583762502636, 'passage_3309551': 0.22071706265901345, 'passage_3309554': 0.21957274257359996, 'passage_3309552': 0.21210642414945172, 'passage_3302767': 0.21071567799492963, 'passage_3302763': 0.2084004639493778, 'passage_3302762': 0.20693721273172758, 'passage_3163389': 0.0764121690599912, 'passage_4703546': 0.06210779710192174, 'passage_1853585': 0.061643266258760814, 'passage_2892105': 0.06164033831922745, 'passage_1513887': 0.06046760531826059, 'passage_172362': 0.05213671448172556, 'passage_4703543': 0.05188682139310015, 'passage_4703547': 0.051758593497663166, 'passage_1513881': 0.05121197779882601}
query_14154	{'passage_1880129': 0.4003854646288003, 'passage_1880121': 0.3823852599977664, 'passage_1880128': 0.36832860033378284, 'passage_1880123': 0.3368783581853765, 'passage_1880126': 0.3222859403957325, 'passage_3309549': 0.2908384887743464, 'passage_3309551': 0.27017578568604994, 'passage_3302767': 0.26868706739476256, 'passage_3309552': 0.258638382959765, 'passage_3302762': 0.25477038760568216, 'passage_3309550': 0.2536305573847854, 'passage_3309554': 0.24973542699058074, 'passage_3163389': 0.05814990774544029, 'passage_2892105': 0.05749322906272564, 'passage_1853585': 0.05546662964972593, 'passage_1513887': 0.052500710220035836, 'passage_4703546': 0.050449407407827405, 'passage_2892104': 0.04912092794060518}
query_14165	{'passage_686271': 0.028173885267446786, 'passage_686273': 0.02772981791017331, 'passage_739807': 0.027323914887193084, 'passage_1143226': 0.027243999790571124, 'passage_1808631': 0.02489859632847457}
query_14169	{'passage_1880129': 0.5051002513855478, 'passage_1880121': 0.460814591499697, 'passage_1880128': 0.4411703481121978, 'passage_1880123': 0.40400387544997896, 'passage_1880126': 0.38047884049668357, 'passage_3309549': 0.37250206783501155, 'passage_3309551': 0.3421120501797367, 'passage_3302767': 0.33591387890029695, 'passage_3309550': 0.32473867930577754, 'passage_3302762': 0.3180153156923305, 'passage_3309554': 0.31702007600450033, 'passage_3163389': 0.06413107257256584, 'passage_2892105': 0.056655425010273555, 'passage_1513887': 0.05535659947184363, 'passage_1853585': 0.05527883289626784, 'passage_4703546': 0.05289064107509473, 'passage_6503186': 0.048990078602172124}
query_14170	{'passage_686271': 0.0240974399038179, 'passage_1808631': 0.023776685779190856, 'passage_686273': 0.023353858293925563}
query_14175	{'passage_1880121': 0.4786363797984502, 'passage_1880128': 0.4626301050724683, 'passage_1880129': 0.4433590180489661, 'passage_3309549': 0.3478314808578499, 'passage_1880123': 0.33568100919430804, 'passage_3309551': 0.31696480650909303, 'passage_3309550': 0.31354776522468214, 'passage_3302767': 0.3068008142954709, 'passage_3309554': 0.30391481138397214, 'passage_3309552': 0.3036485205828156, 'passage_3302762': 0.29289169705737966, 'passage_3302763': 0.2922485606912662, 'passage_3163389': 0.07483780607026057, 'passage_2892105': 0.06230012377930455, 'passage_1853585': 0.06127322910621842, 'passage_1513887': 0.0610636380794231, 'passage_4703546': 0.06019145061713347, 'passage_1513881': 0.052097004594407754, 'passage_4703543': 0.051765242065347154, 'passage_4703547': 0.04876825479270286, 'passage_6610801': 0.04825681052594128, 'passage_172362': 0.04639869149470958}
query_14177	{'passage_1880126': 0.6006143317301417, 'passage_1880123': 0.5635239158709843, 'passage_1880129': 0.4816662558881551, 'passage_3302769': 0.4425520634307984, 'passage_3302767': 0.3779124130648133, 'passage_3309551': 0.3619601733280256, 'passage_3302762': 0.3590820014411809, 'passage_3302770': 0.34255709390228956, 'passage_3302763': 0.3408333721547324, 'passage_3309554': 0.3059446409238169, 'passage_3309550': 0.30328893507512356, 'passage_1880121': 0.24820893007802783, 'passage_1880128': 0.2367082754871962, 'passage_6503186': 0.04890009117789355, 'passage_3163389': 0.048105381730379905, 'passage_6503191': 0.046849983595914343, 'passage_1513887': 0.04309404399041786, 'passage_2892105': 0.04137361983333288}
query_14194	{'passage_1880126': 0.6480831898774304, 'passage_1880123': 0.6028055730713542, 'passage_3302769': 0.5355580148037358, 'passage_1880129': 0.5003858200771198, 'passage_3302767': 0.4291491254904206, 'passage_3302763': 0.3846383600798447, 'passage_1880121': 0.273845396610022, 'passage_6503186': 0.045675710191749395, 'passage_6503191': 0.043417005660010895, 'passage_6503185': 0.03994875348190389, 'passage_5612807': 0.03335954818713525, 'passage_5612806': 0.031732725770581054, 'passage_1808631': 0.02539576743603372}
